,product_name,refridgerated,frozen,dry
622,Select Tender Chicken with Vegetables & Brown Rice Dog Food Recipe,0,0,1
623,Zinfandel,0,0,1
624,Wasabi Peas,0,0,1
625,Moisturizing Lotion,0,0,1
626,Hair Shampoos,0,0,1
627,Organic Mountain Berry Spinach,0,0,1
628,"Caesar Salad Croutons, Restaurant Style",0,0,1
629,Entrée Containers & Lids,0,0,1
630,"Capers, Non-Pareil",0,0,1
631,Seedlander Crispbreads,0,0,1
632,"Fancy Lump White, Crab Meat",0,0,1
633,"Flaxseed Meal, Whole Ground",0,0,1
634,Organic Tree Ripened Plums,0,0,1
635,BBQ,0,0,1
636,Organic Dailt Vitamin Pops,0,0,1
637,Blue Cheese Dressing & Dip,0,0,1
638,Cayenne Cleanse Kombucha,0,0,1
639,Coldcalm Homeopathic Tablets,0,0,1
640,"Action Pacs, Fresh Scent with Dawn",0,0,1
641,Organic Chickpeas Ready To Eat,0,0,1
642,"Bucatini, No. 15",0,0,1
643,"Plates, Ultra, 10-1/16 Inch",0,0,1
644,Matcha Powder,0,0,1
645,Organic Stevia Sweetener,0,0,1
646,FreshCare Flushable Cleansing Cloths Refill,0,0,1
647,Thirst Quencher Lemon-Lime,0,0,1
648,Unscented Long Lasting Stick Deodorant,0,0,1
649,Flushable Moist Wipes,0,0,1
650,Pad Refills,0,0,1
651,Nuggets Assortment,0,0,1
652,S'mores Ice Cream,0,0,1
653,Parsley Flakes,0,0,1
654,Versatile Stain Remover 65 Loads,0,0,1
655,Chai Vanilla Protein Protein Shake,0,0,1
656,Organic Frozen Blueberries,0,0,1
657,Organic Asian Chopped Salad Kit,0,0,1
658,Puerto Rican Rum,0,0,1
659,Muesli,0,0,1
660,Multi Surface Antibacterial,0,0,1
661,Maple Pecan,0,0,1
662,Spicy Kimchi,0,0,1
663,Dutch Cocoa Flavor Crunchy Nuggets,0,0,1
664,Organic Linguine,0,0,1
665,Arnica Montana 30 C,0,0,1
666,Lavender Hand Sanitizer Wipes,0,0,1
667,Silver Tequila,0,0,1
668,Chunky New England Clam Chowder,0,0,1
669,Original Bobos Bites,0,0,1
670,Gluten Free Rotini,0,0,1
671,"Bread, Jewish Rye",0,0,1
672,Guava Nectar,0,0,1
673,Giant Peach,0,0,1
674,Alcohol-Free Witch Hazel Rose Petal Toner,0,0,1
675,LemonMint Herb Throat Drops,0,0,1
676,Organic Grated Ginger,0,0,1
677,Organic Yerba Mate Traditional,0,0,1
678,Extra Strength Pain Reliever and Fever Reducer Caplets for Adults,0,0,1
679,Thyme Leaves,0,0,1
680,Handy Size Sponges,0,0,1
681,Organic Buttery Rich Classics,0,0,1
682,RapidRise Yeast,0,0,1
683,Organic Ville Organic Pasta Sauce Marinara,0,0,1
684,Pop'ems Glazed Donut Holes,0,0,1
685,"Soap, Pure-Castile, All-One Hemp Almond",0,0,1
686,Diced Jalapenos,0,0,1
687,Brioche,0,0,1
688,Popped Corn Chips Kettle,0,0,1
689,Pomegranate Terere,0,0,1
690,Breadstick,0,0,1
691,Spring Water Antibacterial Liquid Hand Soap with Moisturizer,0,0,1
692,Blonde Macaroons,0,0,1
693,Soft Toothbrush,0,0,1
694,Creamer,0,0,1
695,Cat Treats Temptations Seafood Medley,0,0,1
696,Mango Chutney,0,0,1
697,"Tri Fun Pack Fruit Loops, Cocoa Krispies; Apple Jacks",0,0,1
698,"Shampoo, Body Wash, Bubble Bath Coconut+Lemon",0,0,1
699,Organic Broccoli Sprouts,0,0,1
700,Panama Peach Antioxidant Infusion,0,0,1
701,"Pain Reliever/Fever Reducer (NSAID), Ibuprofen 200mg",0,0,1
702,Vegan Raw Garlic Fluffy Spread,0,0,1
703,Organic Crookneck Squash,0,0,1
704,Honey Lemon Menthol Drops Cough Suppressant/Oral Anesthetic,0,0,1
705,"Olive Oil, Extra Virgin, California",0,0,1
706,Finely Ground Natural Almond Meal,0,0,1
707,"Crispy Fruit, Apple",0,0,1
708,Organic Turkey Gravy,0,0,1
709,Pearl Super Absorbency Unscented Tampons,0,0,1
710,Organic Regular Cotton Tampons No Applicator,0,0,1
711,Key Lime Pie,0,0,1
712,Original Ultra Concentrated Ultra Concentrated,0,0,1
713,Kids Berry Probiotic Chewables,0,0,1
714,Egg Matzos,0,0,1
715,Popcorn Popping Kernels,0,0,1
716,Fat-Free Refried Beans,0,0,1
717,Fancy Sliced Water Chestnuts,0,0,1
718,Party Flexible Straws,0,0,1
719,Egg Roll Wraps,0,0,1
720,"Clean Care Toilet Paper, Double Rolls, 1 Ply",0,0,1
721,Creamy Supreme Vanilla Frosting,0,0,1
722,New York Cheesecake Slice,0,0,1
723,Real Bacon Bits,0,0,1
724,The Original Irish Creme Liquer,0,0,1
725,Crumbled Bacon,0,0,1
726,Organic Maca Mocha Elixir,0,0,1
727,Duck Fat,0,0,1
728,Rapid Rise Fast Acting Instant Yeast,0,0,1
729,"Baked Beans, Vegetarian",0,0,1
730,Totz Toothbrush Extra Soft 18+ Months,0,0,1
731,Organic Hazelnuts,0,0,1
732,Gluten Free Cracklebred Multigrain,0,0,1
733,"Green Beans, Organic, Cut",0,0,1
734,Harvest Best in 100% Fruit Juice Mandarin Oranges,0,0,1
735,De Mexico Bottle,0,0,1
736,Udo's Choice Super 8 Probiotic Capsules,0,0,1
737,Packaging Tape High Performance,0,0,1
738,Mayo Sriracha,0,0,1
739,Imported Capote Capers,0,0,1
740,Homestyle Ranch,0,0,1
741,Packets No Calorie Sweetener,0,0,1
742,Prenatal DHA,0,0,1
743,The Yellow One Squished Smoothie Fruits,0,0,1
744,Organic Gut Shot Ginger Beet Probiotic Drink,0,0,1
745,Brut Cuvee Sparkling Champagne,0,0,1
746,2nd Foods Chicken & Gravy,0,0,1
747,After The Rain Gel Air Freshener,0,0,1
748,Ibuprofen,0,0,1
749,Scented Soy Lavender Candle,0,0,1
750,Soft Eating Strawberry Flavored Licorice,0,0,1
751,Rich Frosted Donuts,0,0,1
752,Cheesecake,0,0,1
753,Muscat Grape Jelly,0,0,1
754,"Pinot Noir, California",0,0,1
755,Complete Powder,0,0,1
756,Gluten Free Artisan Chia Seeds Nut-Thins,0,0,1
757,Crystallized Ginger,0,0,1
758,Swanson Premium Chicken Breast Chunks,0,0,1
759,Disinfecting Toilet Wand Refills,0,0,1
760,Round Toothpicks,0,0,1
761,Lemonlime Electrolyte Tabs,0,0,1
762,Soleil Twilight Triple Blade Disposable Razor for Women,0,0,1
763,Fresh Alfredo,0,0,1
764,Air Effects Linen & Sky Air Refresher,0,0,1
765,Original Sambucus Elderberry Syrup,0,0,1
766,Gin,0,0,1
767,Pasta Sides Alfredo,0,0,1
768,Oral Electrolyte Maintenance Solution Grape,0,0,1
769,Graduates Lil Crunchies Veggie Dip,0,0,1
770,Slow Cooker Liners,0,0,1
771,"Mega Shower Foamer with Ultra Cling, Glade Rainshower Fragrance",0,0,1
772,Pain Reliever Fever Reducer Extra Strength For Adults Acetaminophen,0,0,1
773,12 Hour Chest Congestion,0,0,1
774,Lemongrass Long Lasting Deodorant Stick,0,0,1
775,Purple Sweet Potato (Yam),0,0,1
776,Milano,0,0,1
777,Bombay Spice Crunchy Chickpeas,0,0,1
778,Original/Ranch/BBQ/Chile Picante con Limon Variety Pack,0,0,1
779,Spanish Saffron,0,0,1
780,Fresh Waters Scented Oil Refill,0,0,1
781,Triple Blade Cartridges,0,0,1
782,Braided Twist Honey Wheat,0,0,1
783,Relaxing Lavender Bubble Bath,0,0,1
784,Ultimate Flora Critical Care 50 Billion,0,0,1
785,Friends Bunny Grahams,0,0,1
786,Small Household Gloves,0,0,1
787,Indian Samosa Organic Wrap,0,0,1
788,Southern Style White Corn Grits,0,0,1
789,Vinegar Balsamic,0,0,1
790,CopperTop AAA Alkaline,0,0,1
791,Multi-Symptom Relief Caplets,0,0,1
792,Clams Minced In Clam Juice,0,0,1
793,Cotton Rounds,0,0,1
794,Force Flex Large Trash Drawstring Bags Extra Strong,0,0,1
795,Cornichons Extra Fine Gherkins Hand-Picked,0,0,1
796,Natural Care Baby Wipes Fragrance Free,0,0,1
797,Maxi pads Overnight With Flexi-Wings,0,0,1
798,Coarse Grind Cornmeal,0,0,1
799,Summer Pack Variety Bottles,0,0,1
800,Xylitol Sweetener,0,0,1
801,Sriracha Roasted Broad Beans,0,0,1
802,Oil-Free Pink Grapefruit Cleansing Wipes for Acne Prone Skin,0,0,1
803,Hickory Smoke Real Bacon Bits,0,0,1
804,Ultra Thin Regular Pads wth Wings,0,0,1
805,S.O.S Reusable Steel Wool Soap Pads,0,0,1
806,Burrito Grand,0,0,1
807,"Tall Kitchen Bags, Drawstring, Lavender, 13 Gal, Mega Pack",0,0,1
808,Organic Passion Terere Yerba Mate,0,0,1
809,Cutlery Apple Green - 8 PK,0,0,1
810,Hot Fudge Topping,0,0,1
811,Single Origin 1,0,0,1
812,Living Drip-Catch Cuff Gloves,0,0,1
813,Unscented Disposable Dusters Refills,0,0,1
814,Ultimate Flora Vaginal Support Probiotic Supplement Vegetable Capsules,0,0,1
815,Organic Sea Snax,0,0,1
816,Organic Vegetarian & Delicious Four Cheese Tortelloni,0,0,1
817,SleepGels Nighttime Sleep Aid,0,0,1
818,Spearmint,0,0,1
819,Maximum Strength Original Paste Diaper Rash Ointment,0,0,1
820,Cheeze Louise! Vegan Broccoli Poppers,0,0,1
821,Large Rectangle Containers,0,0,1
822,Ultratab® Tablets Allergy,0,0,1
823,6.25 Oz LifeSavers Peppomint Peg,0,0,1
824,Aloe Vera Juice,0,0,1
825,Gluten-Free Tuscan Crackerz,0,0,1
826,Citrus C Monster Smoothie,0,0,1
827,Hydrogen Peroxide Topical Solution,0,0,1
828,Salad Love White Cheddar,0,0,1
829,Organic Clover Sprouts,0,0,1
830,"Crunchin' Grahams, Honey Sticks, 123 Sesame Street",0,0,1
831,Gourmet Jelly Beans 30 Flavors,0,0,1
832,Original Instant Grits,0,0,1
833,Pampers Baby Dry Jumbo Size 3,0,0,1
834,Organic Mash ups Tropical Squeezable Fruit,0,0,1
835,Sushi Nori Toasted Sea Vegetable,0,0,1
836,Solid Air Freshener Pure Linen,0,0,1
837,Rich & Hearty Loaded Potato with Bacon,0,0,1
838,"PODS Laundry Detergent, Original Designed for Regular and HE Washers Laundry",0,0,1
839,Pro-Strength Hair Clog Eliminator With Clorox,0,0,1
840,Thin Dailies Unscented Wrapped Pantiliners,0,0,1
841,Eat Your Colors Purples Puree Baby Food,0,0,1
842,Organic Kelp Granules,0,0,1
843,Ume Plum Vinegar,0,0,1
844,Pasteurized Apple Cider,0,0,1
845,Old Vine Zin,0,0,1
846,Sheer Floral Sensitive Skin Cleansing Cloths,0,0,1
847,Organic Beans Red Kidney,0,0,1
848,Homemade Membrillo Quince Paste,0,0,1
849,Pinot Noir Rose,0,0,1
850,Neosporin 24 Hour Infection Protection First Aid Antibiotic Ointment,0,0,1
851,Men Cool Rush Anti-Persperant Twin Pack,0,0,1
852,Organic Whole Star Anise,0,0,1
853,70% Isopropyl Rubbing Alcohol,0,0,1
854,Free Ride Hibiscus Brew Herbal Refresher,0,0,1
855,Spring Meadow Scent Pods,0,0,1
856,Quick Enriched Hominy Grits,0,0,1
857,Non Pareil Capers,0,0,1
858,Rainbow Peppercorns,0,0,1
859,Gentle Skin Cleanser,0,0,1
860,Just Once Prenatal One Multivitamin,0,0,1
861,Fuji Apple Crisps,0,0,1
862,STREITS QN01 LIGHTLY SLTD MTZO 11Z,0,0,1
863,Tamarind Paste,0,0,1
864,Organic Flax Seed,0,0,1
865,Unbeatable Blues,0,0,1
866,Chicharrones Pork Rinds,0,0,1
867,Organic Peas Please Garden Herb,0,0,1
868,Tonic Meyer Lemon,0,0,1
869,Deluxe Beef Stroganoff Hamburger Helper,0,0,1
870,Organic Kalamata Olive Spread,0,0,1
871,Habanero Pepper,0,0,1
872,NUT-rition Men's Health Recommended Mix,0,0,1
873,Organic Split Green Peas,0,0,1
874,Vinho Verde,0,0,1
875,Organic Sunflower Kernels,0,0,1
876,Whole Pine Nut,0,0,1
877,"Water, Natural Spring",0,0,1
878,High Endurance Pure Sport Anti-Perspirant/Deodorant,0,0,1
879,Poppy Seed,0,0,1
880,Madagascar Bourbon Whole Vanilla Beans,0,0,1
881,Zesty Pizza Sprouted Flax Snax,0,0,1
882,"Riesling, Colombia Valley, Vintage 2013",0,0,1
883,Healing Ointment Tube,0,0,1
884,"Rice, Jasmine, Organic Brown",0,0,1
885,Fabric Refresher Pet Odor Eliminator Air Freshener,0,0,1
886,Chunks In Heavy Syrup Pineapple,0,0,1
887,Solid Original Clean Deodorant Clinical Protection,0,0,1
888,Bac-Out Stain & Odor Remover,0,0,1
889,Assorted Sheer Strip Bandages,0,0,1
890,Digestive European Biscuits,0,0,1
891,Organic Mighty Sticks,0,0,1
892,"Fruity Bears, Organic",0,0,1
893,Baby Bee Face & Hand Cloths,0,0,1
894,Pear Foam Pump,0,0,1
895,Wrap Aluminum Foil Heavy Duty,0,0,1
896,Strike On Box Matches,0,0,1
897,Max Strength Liquid Upset Stomach Reliever/Anti-Diarrheal,0,0,1
898,Fettuccini,0,0,1
899,Natural Strawberry Jel Dessert,0,0,1
900,Extra Strength Glacier Mint Drops With Natural Menthol,0,0,1
901,Everything Flatbreads,0,0,1
902,NyQuil Severe Cold & Flu,0,0,1
903,Southwest Flavor Tortilla Strips,0,0,1
904,Stems & Pieces Mushrooms,0,0,1
905,Lavender Fields Incense Sticks,0,0,1
906,ForceFlex Medium Quick-Tie Garbage,0,0,1
907,12 Year Old Single Malt Scotch Speyside,0,0,1
908,13 Gallon Lavender Vanilla Scented Tall Drawstring,0,0,1
909,Steamed Lentils,0,0,1
910,Aerosol,0,0,1
911,Banana Cream Instant Pudding,0,0,1
912,Night Time Sleep Aid,0,0,1
913,"Cat Food, Indoor Health, Adult",0,0,1
914,Organic Mushroom Base,0,0,1
915,Punjab Eggplant,0,0,1
916,Triple Razor,0,0,1
917,Nasal Relief Simply Saline Nasal Mist,0,0,1
918,Children's Dye Free With Grape,0,0,1
919,Belgian White,0,0,1
920,"Wakame, Pacific, Silver Grade, Ready-to-Use",0,0,1
921,Bold & Spicy Bloody Mary Mix,0,0,1
922,Positively Radiant Daily Moisturizer Broad Spectrum SPF 15,0,0,1
923,Laxative Unflavored,0,0,1
924,Rain Bath Refreshing Shower Gel,0,0,1
925,Gold Bears Gummi Bears,0,0,1
926,Type 1&3 Super Collagen Dietary Supplement Powder,0,0,1
927,Premium Wild-Caught Pink Salmon Skinless & Boneless,0,0,1
928,Rainbow Jimmies Sprinkles,0,0,1
929,Gluten Free Cracklebred Sun Dried Tomato & Oregano,0,0,1
930,Natural Moisturizing Cream Shave Unscented,0,0,1
931,Dog Food With Beef in Meaty Juices,0,0,1
932,Riesling,0,0,1
933,Very Young Small Small Peas,0,0,1
934,Pitcher Replacement Filters,0,0,1
935,Organic Coco Whip,0,0,1
936,"2% Cottage Cheese, Small Curd",0,0,1
937,EcoNet Recycled Bath Sponge,0,0,1
938,Fudge Graham Nutrition,0,0,1
939,Ultra Strength Assorted Berries Antacid,0,0,1
940,OneZip Storage Bags Quart Size Value Pack,0,0,1
941,Orange Liqueur,0,0,1
942,Simple Syrup,0,0,1
943,Oxygen Bleach Plus,0,0,1
944,Skinless Boneless Smoked Sardine Fillets,0,0,1
945,Ready Wipe Flushable Wipes,0,0,1
946,"Fabric Softener, Free & Gentle",0,0,1
947,Organic Kiwi Bag,0,0,1
948,3 Minute Miracle Moist Deep Conditioning Treatment,0,0,1
949,Clear Pore Cleanser/Mask,0,0,1
950,"Children's Bubble Gum Fever Reducer and Pain Reliever, for Ages 2-11 years",0,0,1
951,Fiber Harmony Certified Organic  Whole Husk Psyllium,0,0,1
952,Prime Premium Black Beans,0,0,1
953,Organic Herbal Variety Pack,0,0,1
954,Graham Style Pie Crust,0,0,1
955,Organic Onion Granules,0,0,1
956,Persa-Gel® 10 Maximum Strength Acne Treatments,0,0,1
957,TAB,0,0,1
958,"Asian Sauces, Gourmet, Thai Peanut",0,0,1
959,Echinacea Supreme Extract,0,0,1
960,"Eye Makeup Remover, Chamomile & Green Tea",0,0,1
961,"Gloves, Premium Latex, M",0,0,1
962,GoodNites® Disposable Bed Mats,0,0,1
963,"Towelettes, Make Up Removing, Face",0,0,1
964,Moroccan Tagine,0,0,1
965,D3 1000 IU,0,0,1
966,Organic Balance Vanilla Bean Protein Shake,0,0,1
967,Chewy Girl Scouts Thin Mints,0,0,1
968,Organic Butternut Squash Bisque,0,0,1
969,Gluten Free All Purpose Baking Flour,0,0,1
970,Soft White 60 Watts Halogen Bulb,0,0,1
971,Pomegranate Moisturizing Lip Balm,0,0,1
972,Organic Blueberries Package,0,0,1
973,Dairy Free Live Acidophilus,0,0,1
974,Birthday Candles,0,0,1
975,"Fit Super A Juice, Cold Pressed, Carrot/Apple/Ginger",0,0,1
976,Angel Hair,0,0,1
977,Raise The Roots Kombucha,0,0,1
978,Junmai Sake,0,0,1
979,"Melatonin, 3 mg, Tablets",0,0,1
980,Teriyaki Baste & Glaze,0,0,1
981,Apollo Daily Fragrance,0,0,1
982,Pull-Ups Training Pants Learning Designs 3T-4T 32-40 Lbs,0,0,1
983,Reclosable Sandwich Bags Double Zipper,0,0,1
984,Wonton Strips,0,0,1
985,Artichoke Ravioli,0,0,1
986,Bac'n Pieces,0,0,1
987,Polenta Enriched Corn Meal,0,0,1
988,Flat Toothpicks,0,0,1
989,Ibuprofen Tablets NSAID,0,0,1
990,Cafe Latte Vanilla,0,0,1
991,Unfrosted Strawberry Pop Tarts,0,0,1
992,Magnesium Citrate,0,0,1
993,Rubbed Sage,0,0,1
994,Soothing Hydro Serum Facial Mask,0,0,1
995,"Sauvignon Blanc, Napa County",0,0,1
996,Superfood Currant Cacao & Hemp Seedbar,0,0,1
997,Delicate Blossom Cleansing Wash,0,0,1
998,Flu & Sore Throat Packets Pain Reliever/Fever Reducer,0,0,1
999,Original Hard Lemonade,0,0,1
