product_id,product_name,department_id,department,aisle_id,aisle,count
46522,Spaghetti Pasta,9,dry goods pasta,131,dry pasta,240
48395,Original Rice Pilaf Mix,9,dry goods pasta,63,grains rice dried goods,240
36772,Bunny Pasta with Yummy Cheese Macaroni & Cheese,9,dry goods pasta,4,instant foods,240
20580,Original Real Vegetable Chips,19,snacks,107,chips pretzels,239
29675,Organic Bagged Carrots,4,produce,83,fresh vegetables,239
13431,Flaky Biscuits,13,pantry,105,doughs gelatins bake mixes,238
29370,Organic White Cheddar Popcorn,19,snacks,23,popcorn jerky,237
19816,Sonoma Traditional Flour Tortillas 10 Count,3,bakery,128,tortillas flat bread,236
23233,California Sourdough Bread,3,bakery,112,bread,236
23579,Peanut Butter Chocolate Chip Fruit & Nut Food Bar,19,snacks,3,energy granola bars,236
44234,Squeeze Tomato Ketchup,13,pantry,72,condiments,235
31964,Passionfruit Sparkling Water,7,beverages,115,water seltzer sparkling water,233
8479,Original Black Box Tablewater Cracker,19,snacks,78,crackers,233
37065,Serrano Chile Peppers,4,produce,83,fresh vegetables,233
32429,Red Mango,4,produce,24,fresh fruits,232
23405,Pure Baking Soda,13,pantry,17,baking ingredients,231
48857,Authentic French Brioche,3,bakery,93,breakfast bakery,229
41544,Organic Crushed Fire Roasted Tomatoes,15,canned goods,81,canned jarred vegetables,228
1090,Shells & Real Aged Cheddar Macaroni & Cheese,9,dry goods pasta,4,instant foods,228
11461,White Corn Tortillas,3,bakery,128,tortillas flat bread,228
31759,Cherrios Honey Nut,14,breakfast,121,cereal,227
37825,Organic Whole Wheat Fusilli,9,dry goods pasta,131,dry pasta,227
16254,ZBar Organic Chocolate Brownie Energy Snack,19,snacks,3,energy granola bars,227
39922,Celery Sticks,4,produce,123,packaged vegetables fruits,226
23622,Organic Hot House Tomato,4,produce,83,fresh vegetables,226
45063,Organic Baby Bella Mushrooms,4,produce,123,packaged vegetables fruits,225
46061,Popcorn,19,snacks,23,popcorn jerky,224
19006,Dark Chocolate Pretzels with Sea Salt,19,snacks,107,chips pretzels,224
365,Cheerios Cereal,14,breakfast,121,cereal,224
19894,Enlightened Organic Raw Kombucha,7,beverages,31,refrigerated,223
28535,Cucumber & Garlic  Tzatziki,13,pantry,51,preserved dips spreads,223
33352,Organic Kale Greens,4,produce,123,packaged vegetables fruits,223
35383,Classic White Bread,3,bakery,112,bread,223
29926,Roasted & Salted Almonds,19,snacks,117,nuts seeds dried fruit,223
5068,Cauliflower Florets,4,produce,32,packaged produce,222
45763,Mini Seedless Cucumbers,4,produce,83,fresh vegetables,222
14901,Raisins,19,snacks,117,nuts seeds dried fruit,221
36389,Organic Rainbow Chard Vegetable,4,produce,83,fresh vegetables,220
33716,Apple Pie Fruit & Nut Food Bar,19,snacks,3,energy granola bars,220
7806,Soft Pretzel Burger Buns,3,bakery,43,buns rolls,220
32455,Whole Grain Cheddar Baked Snack Crackers,19,snacks,78,crackers,219
10621,Organic Purple Kale,4,produce,83,fresh vegetables,218
8230,100% Recycled Bathroom Tissue,17,household,54,paper goods,218
48595,Organic Wheat Square Crackers,19,snacks,78,crackers,217
29553,Super Soft Taco Flour Tortillas,3,bakery,128,tortillas flat bread,216
18880,Organic Free Range Low Sodium Chicken Broth,15,canned goods,69,soup broth bouillon,216
8087,Florida Orange Juice With Calcium & Vitamin D,7,beverages,31,refrigerated,216
17616,Goldfish Cheddar Baked Snack Crackers,19,snacks,78,crackers,215
23801,Fusilli No. 34,9,dry goods pasta,131,dry pasta,214
13819,Roasted Salted Cashews,19,snacks,117,nuts seeds dried fruit,213
6489,Backyard Barbeque Potato Chips,19,snacks,107,chips pretzels,213
4138,Arancita Rossa,7,beverages,77,soft drinks,212
46226,Thick & Crispy Tortilla Chips,19,snacks,107,chips pretzels,212
4724,Broccoli Florettes,4,produce,32,packaged produce,211
581,Garnet Sweet Potato (Yam),4,produce,83,fresh vegetables,211
3481,Pineapple,4,produce,24,fresh fruits,211
46900,Organic Chicken Noodle Soup,15,canned goods,69,soup broth bouillon,211
43631,Diet Coke,7,beverages,77,soft drinks,210
9421,Organic Raw Multigreen Kobmbucha,7,beverages,31,refrigerated,210
14467,Sweet Baguette,3,bakery,112,bread,210
31371,Whole Wheat English Muffins,3,bakery,93,breakfast bakery,210
14897,Sweet Potato Yam,4,produce,83,fresh vegetables,210
42495,Pink Lady (Cripps) Apple,4,produce,24,fresh fruits,209
39097,Gluten Free White Sandwich Bread,3,bakery,112,bread,209
14168,Penne Pasta,9,dry goods pasta,131,dry pasta,209
6287,Organic & Raw Strawberry Serenity Kombucha,7,beverages,31,refrigerated,209
12606,100% Natural Spring Water,7,beverages,115,water seltzer sparkling water,208
12427,Original Beef Jerky,19,snacks,23,popcorn jerky,208
31338,Classic Almond Butter,13,pantry,88,spreads,207
38028,White Sliced Mushrooms,4,produce,123,packaged vegetables fruits,207
46049,Salt & Pepper Krinkle Chips,19,snacks,107,chips pretzels,207
33290,Lemon Verbena Dish Soap,17,household,74,dish detergents,207
18434,Organic Whole Crimini Mushrooms,4,produce,83,fresh vegetables,207
41259,Poblano Pepper,4,produce,83,fresh vegetables,207
24382,Ranch Dressing,13,pantry,89,salad dressing toppings,207
7521,New Orleans Iced Coffee,7,beverages,26,coffee,206
9550,Ancient Grain Original Granola,14,breakfast,57,granola,206
22260,Organic Rolled Oats,10,bulk,68,bulk grains rice dried goods,205
18987,Hot Dog Buns,3,bakery,43,buns rolls,205
31562,Sweet Onions,4,produce,83,fresh vegetables,205
8955,Basil,4,produce,16,fresh herbs,203
8239,Peanut Butter Creamy With Salt,13,pantry,88,spreads,203
40348,Large Burrito Flour Tortillas,3,bakery,128,tortillas flat bread,203
3849,Organic Sprouted English Muffin,3,bakery,93,breakfast bakery,203
11352,Organic Mini Sandwich Crackers Peanut Butter,19,snacks,78,crackers,202
18382,Saltine Crackers,19,snacks,78,crackers,202
21614,Crackers Harvest Whole Wheat,19,snacks,78,crackers,202
15200,Organic Green Beans,4,produce,83,fresh vegetables,202
4149,Frozen Organic Blueberries,4,produce,24,fresh fruits,201
19003,Celery,4,produce,83,fresh vegetables,201
31805,Gourmet Tomato Medley,4,produce,32,packaged produce,201
16823,Organic Beef Broth,15,canned goods,69,soup broth bouillon,201
42803,Organic Apple Slices,19,snacks,50,fruit vegetable snacks,200
21009,"Crispy Wheat, Crackers",19,snacks,78,crackers,200
8736,Synergy Organic & Raw Cosmic Cranberry,7,beverages,31,refrigerated,200
37011,Artichokes,4,produce,83,fresh vegetables,200
20632,Mache Rosettes French Salad Mix,4,produce,123,packaged vegetables fruits,199
38656,Gluten Free Peanut Butter Dark Chocolate Chewy With a Crunch Granola Bars,19,snacks,3,energy granola bars,199
44292,Premium Unsweetened Iced Tea,7,beverages,94,tea,199
11136,Organic Low Sodium Chicken Cooking Stock,15,canned goods,69,soup broth bouillon,199
16589,Plantain Chips,19,snacks,107,chips pretzels,198
20583,Sourdough Baguette,3,bakery,112,bread,198
14778,Organic Chocolate Chip Chewy Granola Bars,19,snacks,3,energy granola bars,197
9366,Penne Rigate #41 Pasta,9,dry goods pasta,131,dry pasta,197
19488,Select-A-Size White Paper Towels,17,household,54,paper goods,197
44643,Gallon Freezer Bags,17,household,85,food storage,197
10032,Cola Soft Drink,7,beverages,77,soft drinks,197
3020,Broccoli & Apple Stage 2 Baby Food,18,babies,92,baby food formula,196
41540,Organic Whole White Mushrooms,4,produce,83,fresh vegetables,196
34,Peanut Butter Cereal,14,breakfast,121,cereal,196
31927,Four Cheese Pasta Sauce,9,dry goods pasta,9,pasta sauce,196
25005,Organic Green Lentils,9,dry goods pasta,63,grains rice dried goods,195
24759,Club Soda,7,beverages,77,soft drinks,195
8467,Cinnamon Raisin Bread,3,bakery,112,bread,195
21497,White Sandwich Bread,3,bakery,112,bread,195
44514,Yellow Straightneck Squash,4,produce,83,fresh vegetables,195
22802,Mineral Water,7,beverages,115,water seltzer sparkling water,194
9327,Garlic Powder,13,pantry,104,spices seasonings,194
16283,Fresh Asparagus,4,produce,83,fresh vegetables,193
19049,Peeled Garlic,4,produce,123,packaged vegetables fruits,192
4137,Whole Grain Oat Cereal,14,breakfast,121,cereal,192
44375,Canned Aranciata Orange,7,beverages,77,soft drinks,191
5618,Cauliflower,4,produce,83,fresh vegetables,191
10326,Organic Fuji Apples,4,produce,24,fresh fruits,191
2611,Gluten Free SpongeBob Spinach Littles,18,babies,92,baby food formula,190
44471,Free & Clear Unscented Baby Wipes,18,babies,82,baby accessories,190
47357,Original Restaurant Style Tortilla Chips,19,snacks,107,chips pretzels,190
45013,Apple Sauce,15,canned goods,99,canned fruit applesauce,190
24390,Pomegranate,4,produce,24,fresh fruits,190
25544,Fresh Cut Golden Sweet Whole Kernel Corn,15,canned goods,81,canned jarred vegetables,190
45747,Curate Melon Pomelo Sparking Water,7,beverages,115,water seltzer sparkling water,189
18564,Diet Ginger Ale All Natural Soda,7,beverages,77,soft drinks,189
46206,Red Grapefruit,4,produce,24,fresh fruits,189
34590,Pitted Dates,19,snacks,117,nuts seeds dried fruit,188
42240,Ultra Soft Facial Tissues,17,household,54,paper goods,188
248,Dried Sweetened Cranberries,19,snacks,117,nuts seeds dried fruit,188
41276,Energy Drink,7,beverages,64,energy sports drinks,186
21162,Organic Mixed Berry Yogurt & Fruit Snack,18,babies,92,baby food formula,186
3265,Mini Seedless Watermelon Pack,4,produce,32,packaged produce,186
20520,Mild Diced Green Chiles,15,canned goods,81,canned jarred vegetables,186
12254,Organic Cherries,4,produce,123,packaged vegetables fruits,185
29615,"Bread, Country Buttermilk",3,bakery,112,bread,185
14332,Organic Yellow Mustard,13,pantry,72,condiments,184
5491,Stage 1 Apples Sweet Potatoes Pumpkin & Blueberries Organic Pureed Baby Food,18,babies,92,baby food formula,184
13113,Organic Apple Juice Boxes,7,beverages,98,juice nectars,184
18352,Flax Plus Organic Pumpkin Flax Granola,14,breakfast,57,granola,184
18599,Garlic Couscous,9,dry goods pasta,4,instant foods,184
47890,Whole White Mushrooms,4,produce,123,packaged vegetables fruits,184
45064,Honey Wheat Bread,3,bakery,112,bread,184
7746,Oregano,13,pantry,104,spices seasonings,183
20378,Chicken Broth,15,canned goods,69,soup broth bouillon,183
49478,Frozen Organic Strawberries,4,produce,24,fresh fruits,183
4006,Hazelnut Spread With Skim Milk & Cocoa,13,pantry,88,spreads,183
34024,Classic Soda,7,beverages,77,soft drinks,182
11123,Vitamin Water Zero Squeezed Lemonade,7,beverages,64,energy sports drinks,182
29898,Organic Spaghetti Pasta,9,dry goods pasta,131,dry pasta,181
27683,Black Beans No Salt Added,15,canned goods,59,canned meals beans,181
37288,Organic Black Plum,4,produce,83,fresh vegetables,181
29077,Organic Milk Chocolate Peanut Butter Cups,19,snacks,45,candy chocolate,181
33636,Organic Shells And White Cheddar,9,dry goods pasta,4,instant foods,181
11941,"Tortillas, Corn, Organic",3,bakery,128,tortillas flat bread,180
35233,Peach,4,produce,24,fresh fruits,180
33065,Cabernet Sauvignon,5,alcohol,28,red wines,180
36127,Freshly Squeezed Orange Juice,7,beverages,31,refrigerated,180
38444,Chardonnay,5,alcohol,62,white wines,180
40939,Drinking Water,7,beverages,115,water seltzer sparkling water,180
5991,Bok Choy,4,produce,83,fresh vegetables,179
41273,Broccoli Florets,4,produce,123,packaged vegetables fruits,179
1468,Organic Peeled & Cooked Beets,4,produce,123,packaged vegetables fruits,179
24850,Organic Super Fruit Punch Juice Drink,7,beverages,98,juice nectars,179
21417,Organic Creamy Tomato Soup,15,canned goods,69,soup broth bouillon,179
32650,White Giant Paper Towel Rolls,17,household,54,paper goods,178
47866,Jalapeno Potato Chips,19,snacks,107,chips pretzels,178
3999,Bosc Pear,4,produce,24,fresh fruits,177
27020,Mandarins Bag,4,produce,24,fresh fruits,177
34551,Organic Cane Sugar,13,pantry,17,baking ingredients,177
25197,Iced Oatmeal Cookie Kid Z Bar,19,snacks,3,energy granola bars,177
44310,Soft Pretzel Mini Buns,3,bakery,43,buns rolls,176
12797,Organic Whole Peeled Tomatoes,15,canned goods,81,canned jarred vegetables,175
2180,Angel Hair Pasta,9,dry goods pasta,131,dry pasta,175
45840,100% Pure Apple Juice,7,beverages,98,juice nectars,175
23645,Sour Cream & Onion Potato Chips,19,snacks,107,chips pretzels,174
30480,"Tomatoes, Whole Peeled",15,canned goods,81,canned jarred vegetables,174
19604,Medium Scarlet Raspberries,4,produce,24,fresh fruits,174
49111,Original Instant Oatmeal,14,breakfast,130,hot cereal pancake mixes,174
16290,Sparkling Clementine Juice,7,beverages,77,soft drinks,174
12312,Lavender Hand Soap,11,personal care,25,soap,174
13852,Organic Broccoli Crown,4,produce,83,fresh vegetables,174
43967,Raspberry Lemonade,7,beverages,31,refrigerated,174
49215,Kids Sensible Foods Broccoli Littles,18,babies,92,baby food formula,173
18023,Organic Coconut Water,7,beverages,115,water seltzer sparkling water,173
22556,All Natural Apricot Sparkling Water,7,beverages,115,water seltzer sparkling water,173
12756,Multigrain Oat Bread,3,bakery,112,bread,173
37464,Apple Cinnamon Instant Oatmeal,14,breakfast,130,hot cereal pancake mixes,173
31640,Original Puffins Cereal,14,breakfast,121,cereal,173
4796,Baby Portabella Mushrooms,4,produce,83,fresh vegetables,172
5451,Organic Zucchini Spirals,4,produce,83,fresh vegetables,172
5994,Traditional Refried Beans,15,canned goods,59,canned meals beans,172
31663,Vanilla Blueberry Clusters With Flax Seeds Granola,14,breakfast,57,granola,172
19478,Organic Marinara Pasta Sauce,9,dry goods pasta,9,pasta sauce,172
40229,Organic Whole Wheat Penne Rigate,9,dry goods pasta,131,dry pasta,172
9598,Gogo Squeez Organic Apple Strawberry Applesauce on the Go,15,canned goods,99,canned fruit applesauce,171
28597,Organic Stoneground Wheat Crackers,19,snacks,78,crackers,171
36606,Sprouted Multi-Grain Bread,3,bakery,112,bread,171
47877,Coke Zero,7,beverages,77,soft drinks,171
6182,Natural Artesian Bottled Water,7,beverages,115,water seltzer sparkling water,170
32740,Cold-Brew Black Coffee,7,beverages,26,coffee,169
3339,Organic Russet Potato Bag,4,produce,123,packaged vegetables fruits,168
36036,Organic Orange Fruit Juice,7,beverages,98,juice nectars,168
43192,Dark with 70% Cacao Content Organic Chocolate Bar,19,snacks,45,candy chocolate,168
20919,Baby Spinach Salad,4,produce,123,packaged vegetables fruits,168
26882,Russet Potatoes,4,produce,83,fresh vegetables,168
30561,Plain Bagelettes,3,bakery,93,breakfast bakery,167
12572,6 OZ LA PANZANELLA CROSTINI ORIGINAL CRACKERS,19,snacks,78,crackers,167
45190,Vodka,5,alcohol,124,spirits,167
25705,Butterhead Lettuce,4,produce,83,fresh vegetables,166
12481,Oreo Chocolate Sandwich Cookies,19,snacks,61,cookies cakes,166
14858,Multigrain Pita Chips,19,snacks,107,chips pretzels,166
39657,Milk Chocolate Almonds,19,snacks,45,candy chocolate,166
26668,Cannellini White Kidney Beans No Salt Added,15,canned goods,59,canned meals beans,165
43409,Frosted Mini-Wheats Original Cereal,14,breakfast,121,cereal,165
37053,Just Mayo,13,pantry,72,condiments,165
25647,Heirloom Tomato,4,produce,83,fresh vegetables,165
32578,Organic Fresh Squeezed Orange Juice,7,beverages,31,refrigerated,165
35336,Naked Green Machine Boosted Juice Smoothie,7,beverages,31,refrigerated,165
48094,Crushed Tomatoes With Basil,15,canned goods,81,canned jarred vegetables,165
8671,Semi-Sweet Chocolate Premium Baking Chips,13,pantry,17,baking ingredients,165
18019,Macaroni & Cheese Dinner Original Flavor,9,dry goods pasta,4,instant foods,164
13944,Pure Water,7,beverages,115,water seltzer sparkling water,164
33894,Goldfish Cheddar Baked Snack Crackers Multi Packs,19,snacks,78,crackers,164
6656,Organic California Style Sprouted Bread,3,bakery,112,bread,164
19468,Classic Yellow Mustard,13,pantry,72,condiments,164
39276,Bananas,4,produce,24,fresh fruits,163
45866,Fig Newmans Fruit Filled Cookies,19,snacks,61,cookies cakes,163
4945,Large Pineapple Chunks,4,produce,123,packaged vegetables fruits,162
35199,100% Apple Juice,7,beverages,98,juice nectars,162
204,Free & Clear Natural Laundry Detergent For Sensitive Skin,17,household,75,laundry,162
3798,Pink Lady Apples,4,produce,24,fresh fruits,162
2480,Organic 85% Cacao Dark Chocolate Bar,19,snacks,45,candy chocolate,162
26629,Cherry Pie Fruit & Nut Bar,19,snacks,3,energy granola bars,161
7179,Chopped Pecans,19,snacks,117,nuts seeds dried fruit,161
28785,Organic Tahini,13,pantry,72,condiments,161
27925,Organic Red Bartlett Pear,4,produce,24,fresh fruits,160
16249,Lacinato Kale Og,4,produce,83,fresh vegetables,160
39921,Lemon Lime Soda,7,beverages,77,soft drinks,160
33647,Blue Chips Corn Tortilla Chips,19,snacks,107,chips pretzels,160
26751,Organic Tomato Basil Sauce,9,dry goods pasta,9,pasta sauce,160
44548,Barbecue Potato Chips,19,snacks,107,chips pretzels,160
10312,Zen Tea,7,beverages,94,tea,160
1695,Major Dickason's Blend Ground Coffee Dark Roast,7,beverages,26,coffee,160
39216,Original Multigrain Spoonfuls Cereal,14,breakfast,121,cereal,160
4462,Pink Lady Apple Kombucha,7,beverages,94,tea,159
9623,Sparkling Natural Spring Water,7,beverages,115,water seltzer sparkling water,159
32537,Parsley,4,produce,16,fresh herbs,159
12419,Organic Sage,4,produce,16,fresh herbs,158
22312,Organic Cherry Tomatoes,4,produce,83,fresh vegetables,158
10753,Peanut Butter Bar,19,snacks,3,energy granola bars,158
46088,Beer,5,alcohol,27,beers coolers,158
48109,"Tortilla Chips, Clasico, Jalapeno Lime",19,snacks,107,chips pretzels,158
36956,Stringless Sugar Snap Peas,4,produce,123,packaged vegetables fruits,157
37552,Sparkling Blackberry Juice,7,beverages,98,juice nectars,157
23322,Golden Delicious Apple,4,produce,24,fresh fruits,156
23888,Hamburger Buns,3,bakery,43,buns rolls,156
45002,Organic Balsamic Vinegar Of Modena,13,pantry,19,oils vinegars,156
17044,French Baguette,3,bakery,112,bread,156
19125,Extra Ginger Brew Jamaican Style Ginger Beer,7,beverages,77,soft drinks,156
34137,Chocolate Sea Salt,19,snacks,3,energy granola bars,156
26648,Ataulfo Mango,4,produce,24,fresh fruits,156
2732,Gluten Free Pretzel Sticks,19,snacks,107,chips pretzels,155
38557,Citrus Mandarins Organic,4,produce,24,fresh fruits,155
32299,Dijon Mustard,13,pantry,72,condiments,155
49044,"Organic Pears, Peas and Broccoli Puree Stage 1",18,babies,92,baby food formula,155
36076,Everything Deli Style Pretzel Crisps Crackers,19,snacks,107,chips pretzels,155
7736,Premium Original Saltine Crackers,19,snacks,78,crackers,154
397,Pure Granulated Cane Sugar,13,pantry,17,baking ingredients,154
45965,Steel Cut Oats,14,breakfast,130,hot cereal pancake mixes,154
35168,Ezekiel 4:9 Sprouted Grain Tortillas,3,bakery,128,tortillas flat bread,154
32665,Organic Ezekiel 49 Bread Cinnamon Raisin,3,bakery,112,bread,154
20876,Crunchy Peanut Butter Energy Bar,19,snacks,3,energy granola bars,154
38288,Pizza Sauce,9,dry goods pasta,9,pasta sauce,154
34429,Kumato Tomatoes,4,produce,83,fresh vegetables,154
32446,Bunched Carrots,4,produce,83,fresh vegetables,153
29223,Golden Pineapple,4,produce,24,fresh fruits,153
47966,Old Fashioned Rolled Oats,14,breakfast,130,hot cereal pancake mixes,153
5250,Blueberry Muffin Bar,19,snacks,3,energy granola bars,153
23291,Coconut Chia Bar,19,snacks,3,energy granola bars,152
10151,Bolthouse Baby Carrots,4,produce,123,packaged vegetables fruits,152
13780,Thyme,4,produce,16,fresh herbs,151
18339,100% Lemon Juice,7,beverages,98,juice nectars,151
27544,Lemon Verbena Hand Soap,11,personal care,25,soap,151
33452,Fruit Punch Sports Drink,7,beverages,64,energy sports drinks,151
18176,Organic Strawberry Yogurt & Fruit Snack,18,babies,92,baby food formula,151
20549,Organic Orzo,9,dry goods pasta,131,dry pasta,151
30021,Distilled White Vinegar,13,pantry,19,oils vinegars,151
43014,Sliced Baby Bella Mushrooms,4,produce,123,packaged vegetables fruits,150
13424,Almonds,19,snacks,45,candy chocolate,150
34565,Peanut Butter Whole Grain Clusters,14,breakfast,57,granola,150
27985,Smartwater Electrolyte Enhanced Water,7,beverages,115,water seltzer sparkling water,150
25043,Instant Oatmeal Variety Pack,14,breakfast,130,hot cereal pancake mixes,149
30849,Blueberries Pint,4,produce,24,fresh fruits,149
11481,Organic Quinoa & Brown Rice With Garlic,9,dry goods pasta,63,grains rice dried goods,149
47717,Peanut Butter Cookie,19,snacks,3,energy granola bars,149
4792,Panda Puffs Peanut Butter Cereal,14,breakfast,121,cereal,149
37107,Ground Cumin,13,pantry,104,spices seasonings,149
22227,Coconut Cream Pie,19,snacks,3,energy granola bars,148
13702,Good Seed Organic Thin Sliced Bread,3,bakery,112,bread,148
47402,Fuji Apples,4,produce,24,fresh fruits,148
35750,Organic Garbanzo Beans No Salt Added,15,canned goods,59,canned meals beans,148
48527,Avocado,4,produce,24,fresh fruits,148
30850,French Roast Ground Coffee,7,beverages,26,coffee,148
1360,Crunchy Peanut Butter,13,pantry,88,spreads,148
20794,"Kombucha, Organic Raw, Citrus",7,beverages,31,refrigerated,148
44116,Goodness Grapeness Organic Juice Drink,7,beverages,98,juice nectars,147
9018,All Natural Virgin Lemonade,7,beverages,31,refrigerated,147
15386,Whole Grain White Corn Salted Tortilla Chips,19,snacks,107,chips pretzels,147
32211,Whole Grains Oatnut Bread,3,bakery,112,bread,147
37276,"Bar, Toffee & Almonds in Milk Chocolate",19,snacks,45,candy chocolate,147
32293,Organic Bunny Fruit Tropical Treat Fruit Snacks,19,snacks,50,fruit vegetable snacks,147
24186,Slim Can Pink Grapefruit Natural Mineral Water,7,beverages,115,water seltzer sparkling water,146
14536,Natural Goodness 33% Less Sodium Chicken Broth,15,canned goods,69,soup broth bouillon,145
6128,Original Fresh Stack Crackers,19,snacks,78,crackers,145
36085,Berry Berry Good Lemonade Organic Juice Drink,7,beverages,98,juice nectars,145
9666,Country Morning White Bread,3,bakery,112,bread,145
38622,Cheddar Snack Crackers Cheddar Bunnies,19,snacks,78,crackers,145
19863,Classic Potato Chips,19,snacks,107,chips pretzels,145
12817,Original Baked Whole Grain Wheat Crackers,19,snacks,78,crackers,145
23339,Sweet Corn On The Cob,4,produce,83,fresh vegetables,145
14267,Organic Refried Black Beans,15,canned goods,59,canned meals beans,144
11266,Dried Mangos,19,snacks,117,nuts seeds dried fruit,144
116,English Muffins,3,bakery,93,breakfast bakery,144
32156,Cranberry Juice Cocktail,7,beverages,98,juice nectars,144
24622,Green Cabbage,4,produce,83,fresh vegetables,144
33303,Organic Hummus,4,produce,123,packaged vegetables fruits,144
27663,GOLEAN Crunch! Cereal,14,breakfast,121,cereal,144
26177,Organic Honey Nut O's Cereal,14,breakfast,121,cereal,143
29270,Beet Apple Carrot Lemon Ginger Organic Cold Pressed Juice Beverage,7,beverages,31,refrigerated,143
35855,Unbleached All-Purpose Flour,13,pantry,17,baking ingredients,143
25272,Small Macintosh Apple,4,produce,24,fresh fruits,143
39041,Original Wheat Thins,19,snacks,78,crackers,142
33351,Light Multi-Grain English Muffins,3,bakery,93,breakfast bakery,142
21841,"Tortillas, Brown Rice",3,bakery,128,tortillas flat bread,141
24253,Go Lean Cereal,14,breakfast,121,cereal,141
14211,Baby Food Stage 2 Pumpkin Banana,18,babies,92,baby food formula,141
46709,Gluten Free Old Fashioned Rolled Oats,14,breakfast,130,hot cereal pancake mixes,140
37215,100% Cranberry Juice,7,beverages,98,juice nectars,140
39409,"Ginger Root Beer, Naturally Flavored Zero Calorie Soda, Caffeine Free",7,beverages,77,soft drinks,140
49113,Tall Kitchen Drawstring Bags,17,household,60,trash bags liners,140
13988,Snow Peas,4,produce,83,fresh vegetables,139
20512,Original Cereal,14,breakfast,121,cereal,139
26856,Organic Ezekiel 4:9 Sesame Bread,3,bakery,112,bread,139
34862,Tiny Twists Pretzels,19,snacks,107,chips pretzels,139
31564,Crackers,19,snacks,78,crackers,139
18883,Honeydew Chunks,4,produce,123,packaged vegetables fruits,139
35121,Lemon Ginger Sparkling Probiotic Drink,7,beverages,31,refrigerated,139
15359,All Purpose Flour,13,pantry,17,baking ingredients,138
47229,Bag of Organic Fuji Apples,4,produce,123,packaged vegetables fruits,138
5385,Country White Bread,3,bakery,112,bread,138
18090,Organic Large White Flesh Peach,4,produce,24,fresh fruits,138
24097,Rotini Pasta,9,dry goods pasta,131,dry pasta,138
17862,Minced Garlic,15,canned goods,81,canned jarred vegetables,138
28058,Gluten Free Sliced Mountain White Bread,3,bakery,112,bread,138
41690,California Cauliflower,4,produce,83,fresh vegetables,138
19734,Classic Mix Variety,19,snacks,107,chips pretzels,137
45645,Dark Chocolate Nuts & Sea Salt Bars,19,snacks,3,energy granola bars,137
210,Homemade Hot Arrabbiata Fra Diavolo Sauce,9,dry goods pasta,9,pasta sauce,137
11365,Leaf Spinach,4,produce,32,packaged produce,137
22247,Organic Chives,4,produce,16,fresh herbs,136
28836,Grapefruit Juice,7,beverages,31,refrigerated,136
40233,Organic Kosher Dill Pickles,13,pantry,110,pickled goods olives,136
39411,Organic Cinnamon Harvest Cereal,14,breakfast,121,cereal,136
5114,"Peach,  Apricot & Banana Stage 2 Baby Food",18,babies,92,baby food formula,136
4163,Spanish Rice Pilaf Mix,9,dry goods pasta,4,instant foods,136
30252,Organic Soft Wheat Bread,3,bakery,112,bread,136
43735,Tomato Kumato,4,produce,83,fresh vegetables,135
38185,Hint of Lime Flavored Tortilla Chips,19,snacks,107,chips pretzels,135
45437,Sea Salt Made With Organic Grain Rice Chips,19,snacks,107,chips pretzels,135
35633,Chocolate Peanut Butter,19,snacks,3,energy granola bars,135
17191,Tangerine,7,beverages,77,soft drinks,135
18471,Organic Light Agave Nectar,13,pantry,29,honeys syrups nectars,135
